/* Querying */
Enter output directory name: EffNetB0_90ep-BS16_LR25e-4-LS5e-2-MA
/* Initializing */
Using device: cuda:0 (NVIDIA GeForce RTX 3050 Ti Laptop GPU)
/* Training */
Epoch 1/90, Training loss: 0.9766, Validation loss: 0.4687, Time: 25.80s, LR: 0.00025
Epoch 32/90, Training loss: 0.2773, Validation loss: 0.2836, Time: 19.90s, LR: 1.5625e-05
NOTICE: Validation loss is worse than best: 0.2809. In a row: 12
Epoch 33/90, Training loss: 0.2682, Validation loss: 0.2820, Time: 19.87s, LR: 7.8125e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 13
Epoch 34/90, Training loss: 0.2701, Validation loss: 0.2835, Time: 19.79s, LR: 7.8125e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 14
Epoch 35/90, Training loss: 0.2702, Validation loss: 0.2837, Time: 20.05s, LR: 7.8125e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 15
Epoch 36/90, Training loss: 0.2682, Validation loss: 0.2837, Time: 20.04s, LR: 3.90625e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 16
Epoch 37/90, Training loss: 0.2683, Validation loss: 0.2864, Time: 20.15s, LR: 3.90625e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 17
Epoch 38/90, Training loss: 0.2701, Validation loss: 0.2858, Time: 20.49s, LR: 3.90625e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 18
Epoch 39/90, Training loss: 0.2695, Validation loss: 0.2834, Time: 20.51s, LR: 1.953125e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 19
Epoch 40/90, Training loss: 0.2698, Validation loss: 0.2840, Time: 20.02s, LR: 1.953125e-06
NOTICE: Validation loss is worse than best: 0.2809. In a row: 20
Epoch 41/90, Training loss: 0.2692, Validation loss: 0.2876, Time: 20.19s, LR: 1.953125e-06
Epoch 42/90, Training loss: 0.2690, Validation loss: 0.2802, Time: 20.26s, LR: 1.953125e-06
NOTICE: Validation loss is worse than best: 0.2802. In a row: 1
Epoch 43/90, Training loss: 0.2725, Validation loss: 0.2845, Time: 20.93s, LR: 1.953125e-06
NOTICE: Validation loss is worse than best: 0.2802. In a row: 2
Epoch 44/90, Training loss: 0.2695, Validation loss: 0.2857, Time: 20.50s, LR: 1.953125e-06
NOTICE: Validation loss is worse than best: 0.2802. In a row: 3
Epoch 45/90, Training loss: 0.2686, Validation loss: 0.2809, Time: 20.19s, LR: 9.765625e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 4
Epoch 46/90, Training loss: 0.2697, Validation loss: 0.2888, Time: 20.42s, LR: 9.765625e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 5
Epoch 47/90, Training loss: 0.2672, Validation loss: 0.2846, Time: 20.25s, LR: 9.765625e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 6
Epoch 48/90, Training loss: 0.2663, Validation loss: 0.2892, Time: 20.93s, LR: 4.8828125e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 7
Epoch 49/90, Training loss: 0.2688, Validation loss: 0.2815, Time: 19.95s, LR: 4.8828125e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 8
Epoch 50/90, Training loss: 0.2786, Validation loss: 0.2902, Time: 20.90s, LR: 4.8828125e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 9
Epoch 51/90, Training loss: 0.2696, Validation loss: 0.2859, Time: 20.48s, LR: 2.44140625e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 10
Epoch 52/90, Training loss: 0.2673, Validation loss: 0.2846, Time: 20.32s, LR: 2.44140625e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 11
Epoch 53/90, Training loss: 0.2656, Validation loss: 0.2887, Time: 20.49s, LR: 2.44140625e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 12
Epoch 54/90, Training loss: 0.2678, Validation loss: 0.2823, Time: 20.15s, LR: 1.220703125e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 13
Epoch 55/90, Training loss: 0.2673, Validation loss: 0.2882, Time: 19.96s, LR: 1.220703125e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 14
Epoch 56/90, Training loss: 0.2678, Validation loss: 0.2858, Time: 20.14s, LR: 1.220703125e-07
NOTICE: Validation loss is worse than best: 0.2802. In a row: 15
Epoch 57/90, Training loss: 0.2847, Validation loss: 0.2850, Time: 21.03s, LR: 6.103515625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 16
Epoch 58/90, Training loss: 0.2734, Validation loss: 0.2863, Time: 20.63s, LR: 6.103515625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 17
Epoch 59/90, Training loss: 0.2689, Validation loss: 0.2831, Time: 20.56s, LR: 6.103515625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 18
Epoch 60/90, Training loss: 0.2723, Validation loss: 0.2883, Time: 20.76s, LR: 3.0517578125e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 19
Epoch 61/90, Training loss: 0.2817, Validation loss: 0.2864, Time: 21.45s, LR: 3.0517578125e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 20
Epoch 62/90, Training loss: 0.2706, Validation loss: 0.2856, Time: 20.96s, LR: 3.0517578125e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 21
Epoch 63/90, Training loss: 0.2761, Validation loss: 0.2875, Time: 20.56s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 22
Epoch 64/90, Training loss: 0.2766, Validation loss: 0.2827, Time: 21.56s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 23
Epoch 65/90, Training loss: 0.2683, Validation loss: 0.2887, Time: 21.86s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 24
Epoch 66/90, Training loss: 0.2687, Validation loss: 0.2827, Time: 21.95s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 25
Epoch 67/90, Training loss: 0.2726, Validation loss: 0.2833, Time: 21.77s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 26
Epoch 68/90, Training loss: 0.2697, Validation loss: 0.2916, Time: 21.60s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 27
Epoch 69/90, Training loss: 0.2674, Validation loss: 0.2810, Time: 20.84s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 28
Epoch 70/90, Training loss: 0.2677, Validation loss: 0.2836, Time: 21.30s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 29
Epoch 71/90, Training loss: 0.2698, Validation loss: 0.2872, Time: 20.62s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 30
Epoch 72/90, Training loss: 0.2808, Validation loss: 0.2839, Time: 20.69s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 31
Epoch 73/90, Training loss: 0.2765, Validation loss: 0.2845, Time: 20.77s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2802. In a row: 32
Epoch 74/90, Training loss: 0.2670, Validation loss: 0.2846, Time: 21.44s, LR: 1.52587890625e-08
Epoch 75/90, Training loss: 0.2691, Validation loss: 0.2788, Time: 21.48s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 1
Epoch 76/90, Training loss: 0.2692, Validation loss: 0.2825, Time: 22.01s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 2
Epoch 77/90, Training loss: 0.2698, Validation loss: 0.2814, Time: 20.59s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 3
Epoch 78/90, Training loss: 0.2671, Validation loss: 0.2863, Time: 20.12s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 4
Epoch 79/90, Training loss: 0.2702, Validation loss: 0.2882, Time: 19.88s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 5
Epoch 80/90, Training loss: 0.2692, Validation loss: 0.2885, Time: 20.26s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 6
Epoch 81/90, Training loss: 0.2774, Validation loss: 0.2858, Time: 21.08s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 7
Epoch 82/90, Training loss: 0.2769, Validation loss: 0.2870, Time: 21.08s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 8
Epoch 83/90, Training loss: 0.2681, Validation loss: 0.2831, Time: 20.17s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 9
Epoch 84/90, Training loss: 0.2673, Validation loss: 0.2793, Time: 20.16s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 10
Epoch 85/90, Training loss: 0.2687, Validation loss: 0.2838, Time: 20.23s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 11
Epoch 86/90, Training loss: 0.2705, Validation loss: 0.2841, Time: 21.37s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 12
Epoch 87/90, Training loss: 0.2755, Validation loss: 0.2834, Time: 20.61s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 13
Epoch 88/90, Training loss: 0.2681, Validation loss: 0.2822, Time: 20.38s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 14
Epoch 89/90, Training loss: 0.2675, Validation loss: 0.2815, Time: 20.72s, LR: 1.52587890625e-08
NOTICE: Validation loss is worse than best: 0.2788. In a row: 15
Epoch 90/90, Training loss: 0.2733, Validation loss: 0.2869, Time: 21.27s, LR: 1.52587890625e-08
Total time spent in training: 1860.87s
Loading the best model with validation loss: 0.2788
/* Final Testing */
Test loss: 0.3218, Accuracy: 97.71%
/* Saving */
Model saved to output/V2/EffNetB0_90ep-BS16_LR25e-4-LS5e-2-MA\model-EffNetB0_90ep-BS16_LR25e-4-LS5e-2-MA.pth
Confusion matrix saved to output/V2/EffNetB0_90ep-BS16_LR25e-4-LS5e-2-MA\cm-EffNetB0_90ep-BS16_LR25e-4-LS5e-2-MA.png
